x1,x2,x1sq,x2sq,x1x2
5.365659319981777,1.8756837633625967,28.790299938107307,3.5181895801420735,10.064280066225011
4.454830599829439,8.021442162900463,19.845515673176717,64.34353437275726,35.73416600205102
4.726884190155577,-5.444680272601685,22.34343414714274,29.644543270857962,-25.736373101012862
-5.587519893444179,7.282686095036695,31.220378559634455,53.03751675884082,-40.692153433726844
7.328693918328312,-6.080300921676763,53.70975454854239,36.97005929814329,-44.56066438629853
6.5451535202242255,8.350154188258752,42.839034603303574,69.72507496769518,54.653041079696834
1.4234845897204913,8.797422258571082,2.0263083771717154,77.39463839560192,12.522995014339974
0.4692590210703429,8.416397738110255,0.22020402885589652,70.83575088606743,3.9494705635242666
4.017188253488012,8.547244137864187,16.137801463962063,73.0553823522537,34.33588875032228
-6.820112198234851,-2.4793857354996724,46.51393039651181,6.147353625399251,16.909688898810803
6.293458958277977,-4.887690682576333,39.60762565952932,23.8895202085435,-30.760480711551825
-7.355485252048066,7.550803670236199,54.1031632930966,57.014636066452454,-55.53982503753277
-5.510031385070102,-9.869327599774941,30.360445864457542,97.4036272716794,54.3803048242985
9.60797257854641,-4.994728658624927,92.31313707009973,24.947314373289167,-47.98921598934819
7.257316152959817,2.7651229023583017,52.66863774401148,7.645904665146398,20.06737110420403
-0.18176486356769672,-7.473539433786025,0.033038465627783405,55.85379166835473,1.3584268755499183
8.734966534668402,-0.6926429979044961,76.29964036177691,0.4797543225461278,-6.05021340716817
7.284433072717896,6.212628133751508,53.06296519090628,38.596748328280746,45.255473845997145
0.008556275502328958,9.995789316849496,7.320985047175466e-05,99.91580406684251,0.08552672725820086
-4.6414539091365015,-3.6117092884427198,21.54309439063851,13.044443984223417,16.763582195507073
6.379946824158857,-3.54202473921619,40.70372147909469,12.545939253219519,-22.597929486054436
-0.6242707700649301,-4.9756570552642065,0.3897139943574609,24.757163131600475,3.106157261468789
-6.065946083339102,4.76680687718739,36.795701885976996,22.722447804401,-28.915193506708746
-8.11385883337001,7.395534972474984,65.83470516785654,54.69393752910056,-60.00632676391298
-5.551557149272222,7.871722742762685,30.81978678163552,61.96401893892729,-43.70031866967293
4.845048739047286,-4.65926001032233,23.474497283743695,21.70870384378884,-22.57434183790565
-2.3696799383780975,2.776326991033148,5.615383010351624,7.707991561139174,-6.5790063730288795
4.935916601796702,7.34202557577165,24.363272699892303,53.90533955528503,36.23962593026728
1.2739332516781126,2.486578784287927,1.6229059297311692,6.1830740504708235,3.1677353962217265
6.212503574248043,-9.076588574356979,38.5952006600447,82.38446014814765,-56.38833896017168
1.6975055485087598,-2.307504077147553,2.8815250872180256,5.324575066052581,-3.9170009741645564
8.4673781535585,1.212759989158469,71.69649279535975,1.47078679130365,10.268897437710264
7.304936800011738,-2.242986670260745,53.362101652165734,5.030989202967383,-16.38487586952351
-5.433760217730368,-4.069747759542992,29.52575010378918,16.5628468263052,22.114033472002006
4.289025112896756,8.184490215339931,18.395736419059027,66.98588008499507,35.10348406985074
1.5236263580436127,6.549981477014764,2.321437278925243,42.902257349236514,9.979724423077128
6.632875733125005,1.2363998568850292,43.99504049107857,1.5286846061053205,8.200886607171938
-7.789125896543898,2.315216952828571,60.67048223221079,5.3602295386648136,-18.033516323394476
-8.380115797325942,1.5543477681116702,70.22634077659181,2.4159969842337303,-13.025614286090928
-1.7505086605218558,0.576876626895972,3.0642805705620217,0.3327866426588744,-1.0098275314340344
1.731638183396063,1.9358673230891732,2.998570798195217,3.747582292604441,3.3522217746499354
-1.5902104901231144,6.4156397662683915,2.5287694028975958,41.16043361052434,-10.202217657171003
1.311772096754627,3.542759596296266,1.7207460338240304,12.551145557149281,4.6472931839311284
-5.444867029395031,-5.982464503131113,29.646576967793067,35.78988153122379,32.573723727624724
-9.56938807833417,-5.212811692225781,91.57318819376412,27.173405738605812,49.88341806218636
-0.13462449028010326,-7.193487010975284,0.018123753383177617,51.74625537707013,0.9684195221890912
-2.7251211597727387,8.63852311782167,7.426285335441117,74.62408165713943,-23.541022137561804
-7.796520005341834,-8.035505353828473,60.78572419369543,64.56934629140605,62.648978244155096
8.017929466559686,7.532586964128679,64.28719293072608,56.739866372161316,60.3957509791107
6.8080620301549,4.375796356124322,46.34970860643686,19.147593750270897,29.790693023820168
-8.234418600926155,-1.391327524826627,67.80564969527866,1.9357922813401884,11.456773250412924
1.1238257337509658,-4.65006809470122,1.2629842798408968,21.623133285358236,-5.2258661885195545
2.5813227382912824,-3.4141529085738087,6.663227079219604,11.656440083122998,-8.81303053490489
7.3182658678177255,-2.2571356105901508,53.55701531206593,5.094661164594172,-16.51831849801782
-9.466259055153806,7.063967398129883,89.61006049928143,49.89963540184186,-66.86934534785827
-0.742085901374141,7.961866672351906,0.5506914850182713,63.39132090830802,-5.908389006172997
3.951037418405967,9.986641225501966,15.61069668164409,99.73300296689541,39.45759316615389
4.70348548656194,2.4827993825373884,22.122775722298808,6.164292773928037,11.677810861809553
-4.225810203606897,4.043680591105884,17.85747187690816,16.351352722886435,-17.087826702022415
0.19830341878093805,-1.1281625554345993,0.03932424590020809,1.2727507514847254,-0.22371849168332059
-7.932524478366181,-2.288163689125753,62.92494459987866,5.235693068233575,18.1509144744987
5.163449964587475,-0.6054911420437303,26.661215536798395,0.36661952309342083,-3.126423215943729
9.836504465863243,-7.619015197538568,96.75682010694752,58.04939258032366,-74.94447701606803
-8.330765045835559,-7.838766074378514,69.40164624891554,61.44625356882754,65.30291841491415
0.42170429622270866,6.2126160624723745,0.17783451345269002,38.59659833968975,2.619886884326808
3.114441342196306,1.0341600303169614,9.69974487398153,1.0694869683051784,3.2208307528661297
3.475247031014126,3.457201416634369,12.077341926572497,11.952241635178689,12.014628958776422
7.147715845005788,5.254385011037371,51.0898418009468,27.608561844214194,37.55685099915273
7.622764093935757,-2.727045161430423,58.106532431796225,7.436775312481083,-20.78762193909307
-6.54440570366237,5.212244907312829,42.829246014128564,27.167496973808525,-34.111045300303225
-5.835477310598362,1.8082427727885637,34.05279544250829,3.2697419253420734,-10.551959672661132
5.857166058359422,5.393754933668307,34.306394235197644,29.0925922844712,31.59211832459068
-8.073575523537054,-2.2275022474539945,65.18262173425661,4.961766262412596,17.983907623668347
4.950457499073524,9.078722872129198,24.507029450133288,82.42320898892184,44.94383172434231
-0.5246150355439205,6.816980610852028,0.275220935518749,46.47122464873249,-3.5762905254643536
-5.507197661296823,-6.61651588351112,30.329226080593198,43.778282436754935,36.43846079960572
-7.6988530132391,-6.68252175986429,59.27233771946077,44.656097071059726,51.447752786967044
-8.100504216107971,-4.675935469882653,65.61816855518302,21.864372518506705,37.87743498803324
-3.3236473425124906,8.556234071380441,11.046631657390341,73.20914148425152,-28.43790463325843
9.084409809208438,-4.278135046398264,82.52650158164249,18.302439475221075,-38.864331980618786
3.739405902202975,3.0013172542198685,13.983156501430447,9.00790526047789,11.223143454813403
4.806002811071037,5.7523371769857015,23.09766302002271,33.08938299773183,27.645748642821715
9.917497785790513,3.864087088111482,98.35676233115971,14.931169024509874,38.32207514044733
-6.323817930787934,9.003226020719065,39.99067322175499,81.05807878015285,-56.93476214475972
3.929742118948038,3.6708124094730756,15.442873121434216,13.474863745541526,14.425346136263478
0.8465463798050692,-9.35744745073852,0.7166407731610684,87.56182279333284,-7.921513263638868
-4.717137732379322,-0.5549771214436703,22.25138838623673,0.30799960532590237,2.6179035201691985
